Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Age Group,Addiction Level,Mental Health Category,Sleep Category
469,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5,18-20,Medium,Good,High
470,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7,21-22,High,Fair,High
471,20,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6,Single,3,7,18-20,High,Fair,High
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,4,21-22,Medium,Good,High
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,6,18-20,Medium,Good,High
474,21,Male,Graduate,India,7.3,WhatsApp,Yes,5,5,In Relationship,4,8,21-22,High,Fair,Insufficient
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4,18-20,Medium,Good,High
476,22,Male,Graduate,Turkey,4,TikTok,Yes,8.2,6,Single,3,7,21-22,High,Fair,High
477,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4,5,In Relationship,4,9,18-20,High,Fair,Insufficient
478,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,7,21-22,High,Fair,Insufficient
479,20,Female,Undergraduate,France,3,Instagram,No,9,7,In Relationship,2,5,18-20,Medium,Good,High
480,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Single,3,7,21-22,High,Fair,High
481,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,7,18-20,High,Fair,High
482,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2,4,21-22,Medium,Good,High
483,20,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7,Single,3,6,18-20,Medium,Good,High
484,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4,8,21-22,High,Fair,Insufficient
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4,18-20,Medium,Good,High
486,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3,7,21-22,High,Fair,High
487,20,Female,Undergraduate,USA,8.4,TikTok,Yes,3.9,5,In Relationship,4,9,18-20,High,Fair,Insufficient
488,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5,6,Single,3,7,21-22,High,Fair,Insufficient
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,5,18-20,Medium,Good,High
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,7,21-22,High,Fair,High
491,20,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6,Single,3,7,18-20,High,Fair,High
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4,21-22,Medium,Good,High
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,6,18-20,Medium,Good,High
494,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,In Relationship,4,8,21-22,High,Fair,Insufficient
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,4,18-20,Medium,Good,High
496,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Single,3,7,21-22,High,Fair,High
497,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,In Relationship,4,9,18-20,High,Fair,Insufficient
498,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Single,3,7,21-22,High,Fair,Insufficient
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5,18-20,Medium,Good,High
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3,7,21-22,High,Fair,High
501,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7,18-20,High,Fair,Normal
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,5,21-22,Medium,Good,Normal
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,18-20,Medium,Good,High
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6,21-22,Medium,Good,Normal
505,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7,6,Single,3,7,18-20,High,Fair,Normal
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7,21-22,High,Fair,Normal
507,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4,8,18-20,High,Fair,Normal
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,21-22,Medium,Good,Normal
509,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6,5,In Relationship,4,8,18-20,High,Fair,Normal
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6,21-22,Medium,Good,Normal
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,18-20,High,Fair,Normal
512,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,In Relationship,2,5,21-22,Medium,Good,Normal
513,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Single,2,4,18-20,Medium,Good,High
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,6,21-22,Medium,Good,Normal
515,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3,7,18-20,High,Fair,Normal
516,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,7,21-22,High,Fair,Normal
517,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,8,18-20,High,Fair,Normal
518,21,Male,Graduate,Poland,4.1,Facebook,No,8,7,Single,2,5,21-22,Medium,Good,Normal
519,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,In Relationship,4,8,18-20,High,Fair,Insufficient
520,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Single,3,6,21-22,Medium,Good,Normal
521,19,Female,Undergraduate,Brazil,6,WhatsApp,Yes,6.5,6,Single,3,7,18-20,High,Fair,Normal
522,21,Male,Graduate,China,4.3,WeChat,No,8,7,In Relationship,2,5,21-22,Medium,Good,Normal
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4,18-20,Medium,Good,High
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,21-22,Medium,Good,Normal
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,7,18-20,High,Fair,Normal
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,21-22,High,Fair,Normal
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,18-20,High,Fair,Normal
528,22,Male,Graduate,Poland,4,Facebook,No,8.1,7,Single,2,5,21-22,Medium,Good,High
529,19,Female,Undergraduate,India,7,WhatsApp,Yes,5.8,5,In Relationship,4,8,18-20,High,Fair,Insufficient
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6,21-22,Medium,Good,Normal
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,7,18-20,High,Fair,Normal
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5,21-22,Medium,Good,High
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4,18-20,Medium,Good,High
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,21-22,Medium,Good,Normal
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,7,18-20,High,Fair,Normal
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7,21-22,High,Fair,Normal
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,18-20,High,Fair,Normal
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5,21-22,Medium,Good,High
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,8,18-20,High,Fair,Insufficient
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,6,21-22,Medium,Good,Normal
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7,18-20,High,Fair,Normal
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5,21-22,Medium,Good,High
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,18-20,Medium,Good,High
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6,21-22,Medium,Good,Normal
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,7,18-20,High,Fair,Normal
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,21-22,High,Fair,Normal
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,18-20,High,Fair,Normal
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,21-22,Medium,Good,High
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,8,18-20,High,Fair,Insufficient
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,21-22,Medium,Good,Normal
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,7,18-20,High,Fair,Normal
552,22,Male,Graduate,China,4,WeChat,No,8.3,7,In Relationship,2,5,21-22,Medium,Good,High
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4,18-20,Medium,Good,High
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8,7,In Relationship,3,6,21-22,Medium,Good,Normal
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,7,18-20,High,Fair,Normal
556,22,Male,Graduate,Malaysia,6,WhatsApp,Yes,6.3,6,Single,3,7,21-22,High,Fair,Normal
557,19,Female,Undergraduate,UAE,7,Instagram,Yes,6,5,In Relationship,4,8,18-20,High,Fair,Normal
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,21-22,Medium,Good,High
559,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8,18-20,High,Fair,Insufficient
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6,21-22,Medium,Good,Normal
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7,18-20,High,Fair,Normal
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5,21-22,Medium,Good,High
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,18-20,Medium,Good,High
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,21-22,Medium,Good,High
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7,18-20,High,Fair,Normal
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7,21-22,High,Fair,Normal
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,18-20,High,Fair,Insufficient
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5,21-22,Medium,Good,High
569,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,8,18-20,High,Fair,Insufficient
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8,7,Single,3,6,21-22,Medium,Good,Normal
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,18-20,High,Fair,Normal
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4,23-24,Medium,Good,Normal
573,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,8,18-20,High,Fair,Normal
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,21-22,High,Poor,Insufficient
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,21-22,Medium,Good,Normal
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,8,23-24,High,Fair,Normal
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,18-20,High,Fair,Normal
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,21-22,High,Fair,Normal
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5,18-20,Medium,Good,Normal
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7,6,In Relationship,3,6,23-24,Medium,Fair,Normal
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8,21-22,High,Fair,Normal
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,23-24,Medium,Good,Normal
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6,5,Single,4,8,18-20,High,Fair,Normal
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7,21-22,High,Fair,Normal
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4,18-20,Medium,Good,Normal
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,23-24,High,Fair,Normal
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,21-22,Medium,Good,Normal
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,8,23-24,High,Fair,Normal
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,18-20,Medium,Good,Normal
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7,21-22,High,Fair,Normal
591,19,Female,Undergraduate,India,7,Instagram,Yes,5.8,4,Single,5,9,18-20,High,Poor,Insufficient
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,23-24,Medium,Good,Normal
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8,21-22,High,Fair,Normal
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,23-24,High,Fair,Normal
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,18-20,High,Fair,Normal
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,21-22,High,Fair,Normal
597,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,In Relationship,2,5,23-24,Medium,Good,Normal
598,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8,18-20,High,Fair,Normal
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5,21-22,Medium,Good,Normal
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6,4,Single,4,8,18-20,High,Poor,Normal
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,23-24,High,Fair,Normal
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4,21-22,Medium,Good,Normal
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8,23-24,High,Fair,Normal
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,18-20,Medium,Good,Normal
605,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,Single,4,8,21-22,High,Fair,Normal
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,18-20,Medium,Good,Normal
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,7,23-24,High,Fair,Normal
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,9,21-22,High,Poor,Insufficient
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5,23-24,Medium,Good,Normal
610,20,Male,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,5,Single,4,8,18-20,High,Fair,Normal
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,In Relationship,3,7,21-22,High,Fair,Normal
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,18-20,High,Fair,Normal
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5,23-24,Medium,Good,Normal
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7,21-22,High,Fair,Normal
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Single,4,8,23-24,High,Fair,Normal
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,18-20,Medium,Good,Normal
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,21-22,High,Poor,Insufficient
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,7,18-20,High,Fair,Normal
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,23-24,Medium,Good,Normal
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Single,4,8,21-22,High,Fair,Normal
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,23-24,Medium,Good,Normal
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,18-20,High,Fair,Normal
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,21-22,Medium,Good,Normal
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,18-20,High,Fair,Normal
625,24,Female,Graduate,India,7,TikTok,Yes,5.8,4,Single,5,9,23-24,High,Poor,Insufficient
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,21-22,Medium,Good,Normal
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,23-24,High,Fair,Normal
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,7,18-20,High,Fair,Normal
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8,21-22,High,Fair,Normal
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,18-20,Medium,Good,Normal
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Single,3,7,23-24,High,Fair,Normal
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,8,21-22,High,Fair,Normal
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5,23-24,Medium,Good,Normal
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,18-20,High,Poor,Insufficient
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,21-22,High,Fair,Normal
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,18-20,Medium,Good,Normal
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Single,4,8,23-24,High,Fair,Normal
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,21-22,Medium,Good,Normal
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,23-24,High,Fair,Normal
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,18-20,Medium,Good,Normal
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,21-22,High,Fair,Normal
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,5,9,18-20,High,Poor,Insufficient
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,23-24,Medium,Good,Normal
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6,5,Single,4,8,21-22,High,Fair,Normal
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,23-24,High,Fair,Normal
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,21-22,High,Fair,Normal
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,18-20,Medium,Good,Normal
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,7,23-24,High,Fair,Normal
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,21-22,High,Fair,Normal
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,23-24,Medium,Good,Normal
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,18-20,High,Poor,Insufficient
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,21-22,High,Fair,Normal
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,18-20,Medium,Good,Normal
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8,23-24,High,Fair,Normal
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,21-22,Medium,Good,Normal
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,23-24,High,Fair,Normal
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,18-20,Medium,Good,Normal
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,21-22,High,Fair,Normal
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,9,18-20,High,Poor,Insufficient
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,23-24,Medium,Good,Normal
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6,5,Single,4,8,21-22,High,Fair,Normal
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7,23-24,High,Fair,Normal
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8,18-20,High,Fair,Normal
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,21-22,Medium,Good,Normal
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,18-20,High,Fair,Normal
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,8,23-24,High,Fair,Normal
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,5,21-22,Medium,Good,Normal
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,23-24,High,Poor,Insufficient
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,18-20,High,Fair,Normal
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,21-22,Medium,Good,Normal
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,18-20,High,Fair,Normal
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,23-24,Medium,Good,Normal
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,8,21-22,High,Fair,Normal
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,23-24,Medium,Good,Normal
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,18-20,High,Fair,Normal
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,21-22,High,Poor,Insufficient
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,5,18-20,Medium,Good,Normal
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6,5,Single,4,8,23-24,High,Fair,Normal
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,21-22,High,Fair,Normal
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,23-24,High,Fair,Normal
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,18-20,Medium,Good,Normal
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,7,21-22,High,Fair,Normal
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8,18-20,High,Fair,Normal
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,23-24,Medium,Good,Normal
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6,4,Single,5,9,21-22,High,Poor,Normal
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,23-24,High,Fair,Normal
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,18-20,Medium,Good,Normal
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,8,21-22,High,Fair,Normal
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,18-20,Medium,Good,Normal
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,23-24,High,Fair,Normal
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,21-22,Medium,Good,Normal
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,23-24,High,Fair,Normal
693,19,Female,Undergraduate,India,7,TikTok,Yes,5.8,4,Single,5,9,18-20,High,Poor,Insufficient
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,21-22,Medium,Good,Normal
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,18-20,High,Fair,Normal
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,7,23-24,High,Fair,Normal
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8,21-22,High,Fair,Normal
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,23-24,Medium,Good,Normal
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,18-20,High,Fair,Normal
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,21-22,High,Fair,Normal
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,5,18-20,Medium,Good,Normal
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,23-24,High,Poor,Insufficient
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,21-22,High,Fair,Normal
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,23-24,Medium,Good,Normal
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,18-20,High,Fair,Normal
